country,city,year,pollutant,avg_value,median_value,p95_value,measurements,max_value,min_value
RS,Nišavski upravni okrug,2019,o3,82.94213,82.94213,82.94213,1,82.94213,82.94213
RS,Nišavski upravni okrug,2019,pm10,0.0,0.0,0.0,1,0.0,0.0
RS,Nišavski upravni okrug,2019,so2,13.90321,13.90321,13.90321,1,13.90321,13.90321
RS,Severnobanatski upravni okrug,2019,o3,66.50998,66.50998,66.50998,1,66.50998,66.50998
RU,Moscow,2017,co,326.7391304347826,300.0,600.0,46,730.0,0.0
RU,Moscow,2017,no2,25.91333333333333,21.0,54.559999999999995,45,68.2,0.0
RU,Moscow,2017,pm10,27.0,21.0,69.14999999999999,14,88.0,4.0
RU,Moscow,2017,so2,4.28421052631579,3.3,11.249999999999996,19,12.6,0.3
SE,Gävle,2018,no2,32.025,32.025,32.025,1,32.025,32.025
SE,Gävle,2018,pm10,31.7125,31.7125,31.7125,1,31.7125,31.7125
SE,Stockholm,2018,no2,22.61356875,21.680300000000003,36.24749999999999,8,42.6175,7.63575
SE,Stockholm,2018,o3,40.4725,40.4725,40.4725,1,40.4725,40.4725
SE,Stockholm,2018,pm10,33.52374285714286,34.8339,42.90105,7,44.9625,13.5918
SE,Stockholm,2018,pm25,27.274266666666666,27.7826,28.378310000000003,3,28.4445,25.5957
SE,Uppsala,2018,no2,35.175,35.175,35.175,1,35.175,35.175
SE,Uppsala,2018,pm10,45.3675,45.3675,45.3675,1,45.3675,45.3675
SE,Uppsala,2018,pm25,26.826,26.826,26.826,1,26.826,26.826
SG,Singapore,2015,pm25,282.9,282.9,282.9,1,282.9,282.9
SI,Celje,2019,pm10,4.0,4.0,4.0,1,4.0,4.0
SI,Koper,2019,pm10,8.0,8.0,8.0,1,8.0,8.0
SI,Ljubljana Bežigrad,2019,pm10,7.0,7.0,7.0,1,7.0,7.0
SI,Maribor center,2019,pm10,18.0,18.0,18.0,1,18.0,18.0
SI,Murska Sobota,2019,pm10,5.0,5.0,5.0,1,5.0,5.0
SI,Nova Gorica,2019,pm10,17.0,17.0,17.0,1,17.0,17.0
SI,Trbovlje,2019,pm10,4.0,4.0,4.0,1,4.0,4.0
SI,Zagorje,2019,pm10,7.0,7.0,7.0,1,7.0,7.0
SK,Banskobystrický kraj,2019,co,251.14,251.14,251.14,1,251.14,251.14
SK,Banskobystrický kraj,2019,no2,7.090726666666666,3.31636,13.957995999999998,3,15.1404,2.81542
SK,Banskobystrický kraj,2019,o3,44.311,44.311,50.403099999999995,2,51.08,37.542
SK,Banskobystrický kraj,2019,pm10,6.15925,7.0928,9.4281,6,9.4542,0.8228
SK,Banskobystrický kraj,2019,pm25,3.0492833333333333,2.79575,6.182625,6,6.5563,0.35
SK,Banskobystrický kraj,2019,so2,9.12699,9.12699,9.12699,1,9.12699,9.12699
SK,Bratislavský kraj,2019,co,403.97,403.97,473.4482,2,481.168,326.772
SK,Bratislavský kraj,2019,no2,19.254835,19.62865,32.07335,4,33.374,4.38804
SK,Bratislavský kraj,2019,o3,69.333,69.333,71.14829999999999,2,71.35,67.316
SK,Bratislavský kraj,2019,pm10,12.71708,11.548,17.9348,5,18.925,9.5664
SK,Bratislavský kraj,2019,pm25,6.315275,6.7505,8.82566,4,8.8874,2.8727
SK,Bratislavský kraj,2019,so2,1.19394,1.19394,1.5299369999999999,2,1.56727,0.82061
SK,Košický kraj,2019,co,1073.1940000000002,1201.41,1295.271,3,1305.7,712.472
SK,Košický kraj,2019,no2,9.959603333333334,12.6144,14.460840000000001,3,14.666,2.59841
SK,Košický kraj,2019,o3,53.173,53.173,57.2887,2,57.746,48.6
SK,Košický kraj,2019,pm10,8.44422,7.7487,15.653599999999999,5,17.582,3.291
SK,Košický kraj,2019,pm25,3.99396,4.7699,6.46608,5,6.7417,0.906
SK,Košický kraj,2019,so2,17.2852,17.2852,19.380219999999998,2,19.613,14.9574
SK,Nitriansky kraj,2019,co,303.804,303.804,303.804,1,303.804,303.804
SK,Nitriansky kraj,2019,no2,15.675715,15.675715,23.6540215,2,24.5405,6.81093
SK,Nitriansky kraj,2019,o3,39.618,39.618,39.618,1,39.618,39.618
SK,Nitriansky kraj,2019,pm10,12.2832,12.2832,14.48802,2,14.733,9.8334
SK,Nitriansky kraj,2019,pm25,8.1148,8.1148,9.01345,2,9.1133,7.1163
SK,Nitriansky kraj,2019,so2,12.1448,12.1448,12.1448,1,12.1448,12.1448
SK,Prešovský kraj,2019,co,575.708,575.708,575.708,1,575.708,575.708
SK,Prešovský kraj,2019,no2,11.589624,3.67238,32.94074,5,38.3031,1.2818
SK,Prešovský kraj,2019,o3,51.5775,49.186,58.6446,4,60.15,47.788
SK,Prešovský kraj,2019,pm10,4.8158,4.0208,8.029279999999998,5,8.7778,2.6544
SK,Prešovský kraj,2019,pm25,3.01308,3.4385,5.581079999999999,5,5.93,0.6235
SK,Prešovský kraj,2019,so2,4.19695,4.19695,4.19695,1,4.19695,4.19695
SK,Trenciansky kraj,2019,co,367.372,367.372,367.372,1,367.372,367.372
SK,Trenciansky kraj,2019,no2,12.213650000000001,12.213650000000001,13.176605,2,13.2836,11.1437
SK,Trenciansky kraj,2019,o3,44.834,44.834,44.834,1,44.834,44.834
SK,Trenciansky kraj,2019,pm10,5.65295,5.2271,7.5872899999999985,4,7.9613,4.1963
SK,Trenciansky kraj,2019,pm25,3.448375,3.2833,4.9351899999999995,4,5.1049,2.122
SK,Trenciansky kraj,2019,so2,12.7364225,11.055645,24.849219999999995,4,27.0256,1.8088
SK,Trnavský kraj,2019,co,841.928,841.928,841.928,1,841.928,841.928
SK,Trnavský kraj,2019,no2,24.22129,24.22129,42.163969,2,44.1576,4.28498
SK,Trnavský kraj,2019,o3,63.84,63.84,63.84,1,63.84,63.84
SK,Trnavský kraj,2019,pm10,12.453066666666667,12.971,18.217999999999996,3,18.801,5.5872
SK,Trnavský kraj,2019,pm25,8.6551,8.7168,8.758379999999999,3,8.763,8.4855
SK,Trnavský kraj,2019,so2,4.610845,4.610845,6.8521105,2,7.10114,2.12055
SK,Žilinský kraj,2019,co,401.97866666666664,339.532,544.8867999999999,3,567.704,298.7
SK,Žilinský kraj,2019,no2,14.312132499999999,14.64441,24.79527,4,25.2441,2.71561
SK,Žilinský kraj,2019,o3,47.23666666666667,44.746,61.1548,3,62.978,33.986
SK,Žilinský kraj,2019,pm10,3.0518,2.4725,5.83814,3,6.2121,0.4708
SK,Žilinský kraj,2019,pm25,2.8838666666666666,2.9813,3.7065200000000003,3,3.7871,1.8832
SK,Žilinský kraj,2019,so2,4.24164,4.24164,4.24164,1,4.24164,4.24164
TH,Ayutthaya,2019,co,0.41,0.41,0.41,1,0.41,0.41
TH,Ayutthaya,2019,no2,0.012,0.012,0.012,1,0.012,0.012
TH,Ayutthaya,2019,o3,0.018,0.018,0.018,1,0.018,0.018
TH,Ayutthaya,2019,pm10,33.0,33.0,33.0,1,33.0,33.0
TH,Ayutthaya,2019,so2,0.001,0.001,0.001,1,0.001,0.001
TH,Bangkok,2015,co,1.795,1.795,3.1405,2,3.29,0.3
TH,Bangkok,2015,no2,0.0045,0.0045,0.008549999999999999,2,0.009,0.0
TH,Bangkok,2015,o3,0.017,0.017,0.017,1,0.017,0.017
TH,Bangkok,2015,pm10,40.5,40.5,57.15,2,59.0,22.0
TH,Bangkok,2016,pm10,25.0,25.0,25.0,1,25.0,25.0
TH,Bangkok,2016,so2,0.001,0.001,0.001,1,0.001,0.001
TH,Bangkok,2017,o3,0.006,0.006,0.006,1,0.006,0.006
TH,Bangkok,2017,so2,0.0,0.0,0.0,1,0.0,0.0
TH,Bangkok,2018,co,1.59,1.59,1.59,1,1.59,1.59
TH,Bangkok,2018,no2,0.047,0.047,0.047,1,0.047,0.047
TH,Bangkok,2018,o3,0.021,0.021,0.0246,2,0.025,0.017
TH,Bangkok,2018,pm10,59.0,59.0,59.0,1,59.0,59.0
TH,Bangkok,2018,so2,0.025750000000000002,0.017,0.06064999999999999,4,0.068,0.001
TH,Bangkok,2019,co,1.1866666666666665,0.75,3.325999999999999,9,4.17,0.13
TH,Bangkok,2019,no2,0.01927272727272727,0.02,0.0325,11,0.037,0.0
TH,Bangkok,2019,o3,0.007777777777777778,0.007,0.0126,9,0.013,0.003
TH,Bangkok,2019,pm10,43.8,38.0,71.09999999999998,10,81.0,23.0
TH,Bangkok,2019,so2,0.001,0.001,0.002,5,0.002,0.0
TH,Chachoengsao,2019,no2,0.019,0.019,0.019,1,0.019,0.019
TH,Chachoengsao,2019,o3,0.029,0.029,0.029,1,0.029,0.029
TH,Chachoengsao,2019,pm10,42.0,42.0,42.0,1,42.0,42.0
TH,Chachoengsao,2019,so2,0.008,0.008,0.008,1,0.008,0.008
TH,Chiang Mai,2018,o3,0.03,0.03,0.03,1,0.03,0.03
TH,Chiang Mai,2019,co,0.83,0.83,0.83,1,0.83,0.83
TH,Chiang Mai,2019,no2,0.03,0.03,0.03,1,0.03,0.03
TH,Chiang Mai,2019,pm10,24.0,24.0,24.0,1,24.0,24.0
TH,Chiang Mai,2019,so2,0.001,0.001,0.001,1,0.001,0.001
TH,Chiang Rai,2017,so2,0.096,0.096,0.096,1,0.096,0.096
TH,Chiang Rai,2018,no2,0.047,0.047,0.047,1,0.047,0.047
TH,Chiang Rai,2019,co,0.54,0.54,0.54,1,0.54,0.54
TH,Chiang Rai,2019,o3,0.041,0.041,0.041,1,0.041,0.041
TH,Chiang Rai,2019,pm10,37.0,37.0,37.0,1,37.0,37.0
TH,Chon Buri,2018,so2,0.049,0.049,0.0625,2,0.064,0.034
TH,Chon Buri,2019,co,0.68,0.68,0.68,1,0.68,0.68
TH,Chon Buri,2019,no2,0.015333333333333332,0.018,0.021599999999999998,3,0.022,0.006
TH,Chon Buri,2019,o3,0.019666666666666666,0.018,0.0279,3,0.029,0.012
TH,Chon Buri,2019,pm10,40.333333333333336,35.0,51.199999999999996,3,53.0,33.0
TH,Chon Buri,2019,so2,0.001,0.001,0.001,1,0.001,0.001
TH,Lampang,2019,co,0.405,0.405,0.4995,2,0.51,0.3
TH,Lampang,2019,no2,0.00575,0.0055,0.0087,4,0.009,0.003
TH,Lampang,2019,o3,0.05175,0.05,0.057949999999999995,4,0.059,0.048
TH,Lampang,2019,pm10,23.0,21.5,27.099999999999998,4,28.0,21.0
TH,Lampang,2019,so2,0.00125,0.0015,0.002,4,0.002,0.0
TH,Lamphun,2019,co,0.17,0.17,0.17,1,0.17,0.17
TH,Lamphun,2019,no2,0.007,0.007,0.007,1,0.007,0.007
TH,Lamphun,2019,o3,0.044,0.044,0.044,1,0.044,0.044
TH,Lamphun,2019,pm10,47.0,47.0,47.0,1,47.0,47.0
TH,Lamphun,2019,so2,0.0,0.0,0.0,1,0.0,0.0
TH,Loei,2017,so2,0.035,0.035,0.035,1,0.035,0.035
TH,Loei,2018,no2,0.043,0.043,0.043,1,0.043,0.043
TH,Loei,2019,pm10,30.0,30.0,30.0,1,30.0,30.0
TH,Mae Hong Son,2018,so2,0.041,0.041,0.041,1,0.041,0.041
TH,Mae Hong Son,2019,co,0.63,0.63,0.63,1,0.63,0.63
TH,Mae Hong Son,2019,no2,0.006,0.006,0.006,1,0.006,0.006
TH,Mae Hong Son,2019,o3,0.037,0.037,0.037,1,0.037,0.037
TH,Mae Hong Son,2019,pm10,39.0,39.0,39.0,1,39.0,39.0
TH,Nakhon Sawan,2019,co,1.04,1.04,1.04,1,1.04,1.04
TH,Nakhon Sawan,2019,no2,0.018,0.018,0.018,1,0.018,0.018
TH,Nakhon Sawan,2019,o3,0.021,0.021,0.021,1,0.021,0.021
TH,Nakhon Sawan,2019,pm10,31.0,31.0,31.0,1,31.0,31.0
TH,Nakhon Sawan,2019,so2,0.001,0.001,0.001,1,0.001,0.001
TH,Nan,2019,co,0.26,0.26,0.26,1,0.26,0.26
TH,Nan,2019,no2,0.005,0.005,0.005,1,0.005,0.005
TH,Nan,2019,o3,0.052,0.052,0.052,1,0.052,0.052
TH,Nan,2019,pm10,40.0,40.0,40.0,1,40.0,40.0
TH,Nan,2019,so2,0.001,0.001,0.001,1,0.001,0.001
TH,Narathiwat,2018,co,10.3,10.3,10.3,1,10.3,10.3
TH,Narathiwat,2018,so2,0.025,0.025,0.025,1,0.025,0.025
TH,Narathiwat,2019,no2,0.01,0.01,0.01,1,0.01,0.01
TH,Narathiwat,2019,o3,0.035,0.035,0.035,1,0.035,0.035
TH,Narathiwat,2019,pm10,32.0,32.0,32.0,1,32.0,32.0
TH,Nonthaburi,2019,co,0.61,0.61,0.736,2,0.75,0.47
TH,Nonthaburi,2019,no2,0.011,0.011,0.012799999999999999,2,0.013,0.009
TH,Nonthaburi,2019,o3,0.0265,0.0265,0.03775,2,0.039,0.014
TH,Nonthaburi,2019,pm10,27.5,27.5,36.05,2,37.0,18.0
TH,Nonthaburi,2019,so2,0.001,0.001,0.001,2,0.001,0.001
TH,Pathum Thani,2018,co,7.23,7.23,7.23,1,7.23,7.23
TH,Pathum Thani,2019,no2,0.007,0.007,0.007,1,0.007,0.007
TH,Pathum Thani,2019,o3,0.013,0.013,0.013,1,0.013,0.013
TH,Pathum Thani,2019,pm10,23.0,23.0,23.0,1,23.0,23.0
TH,Pathum Thani,2019,so2,0.0,0.0,0.0,1,0.0,0.0
TH,Phayao,2019,co,0.55,0.55,0.55,1,0.55,0.55
TH,Phayao,2019,no2,0.006,0.006,0.006,1,0.006,0.006
TH,Phayao,2019,o3,0.048,0.048,0.048,1,0.048,0.048
TH,Phayao,2019,pm10,29.0,29.0,29.0,1,29.0,29.0
TH,Phayao,2019,so2,0.003,0.003,0.003,1,0.003,0.003
TH,Phrae,2019,co,0.28,0.28,0.28,1,0.28,0.28
TH,Phrae,2019,no2,0.0,0.0,0.0,1,0.0,0.0
TH,Phrae,2019,o3,0.039,0.039,0.039,1,0.039,0.039
TH,Phrae,2019,pm10,22.0,22.0,22.0,1,22.0,22.0
TH,Phrae,2019,so2,0.001,0.001,0.001,1,0.001,0.001
TH,Phuket,2019,co,0.5,0.5,0.5,1,0.5,0.5
TH,Phuket,2019,no2,0.0,0.0,0.0,1,0.0,0.0
TH,Phuket,2019,o3,0.01,0.01,0.01,1,0.01,0.01
TH,Phuket,2019,pm10,21.0,21.0,21.0,1,21.0,21.0
TH,Phuket,2019,so2,0.0,0.0,0.0,1,0.0,0.0
TH,Ratchaburi,2018,o3,0.069,0.069,0.069,1,0.069,0.069
TH,Ratchaburi,2019,co,0.54,0.54,0.54,1,0.54,0.54
TH,Ratchaburi,2019,no2,0.01,0.01,0.01,1,0.01,0.01
TH,Ratchaburi,2019,pm10,27.0,27.0,27.0,1,27.0,27.0
TH,Ratchaburi,2019,so2,0.0,0.0,0.0,1,0.0,0.0
TH,Rayong,2019,co,0.65,0.76,0.949,3,0.97,0.22
TH,Rayong,2019,no2,0.010750000000000001,0.0095,0.018499999999999996,4,0.02,0.004
TH,Rayong,2019,o3,0.01275,0.013000000000000001,0.017699999999999997,4,0.018,0.007
TH,Rayong,2019,pm10,43.5,47.5,50.55,4,51.0,28.0
TH,Rayong,2019,so2,0.001,0.001,0.0018499999999999996,4,0.002,0.0
TH,Sa Kaeo,2017,so2,0.017,0.017,0.017,1,0.017,0.017
TH,Sa Kaeo,2018,no2,0.053,0.053,0.053,1,0.053,0.053
TH,Sa Kaeo,2019,pm10,31.0,31.0,31.0,1,31.0,31.0
TH,Samut Prakan,2018,co,0.0,0.0,0.0,1,0.0,0.0
TH,Samut Prakan,2019,co,0.575,0.575,0.8765000000000001,2,0.91,0.24
TH,Samut Prakan,2019,no2,0.014333333333333332,0.016,0.0259,3,0.027,0.0
TH,Samut Prakan,2019,o3,0.011000000000000001,0.015,0.017699999999999997,3,0.018,0.0
TH,Samut Prakan,2019,pm10,45.666666666666664,47.0,56.9,3,58.0,32.0
TH,Samut Prakan,2019,so2,0.0016666666666666668,0.001,0.0036999999999999997,3,0.004,0.0
TH,Samut Sakhon,2019,co,0.59,0.59,0.59,1,0.59,0.59
TH,Samut Sakhon,2019,no2,0.0195,0.0195,0.02715,2,0.028,0.011
TH,Samut Sakhon,2019,o3,0.0125,0.0125,0.02015,2,0.021,0.004
TH,Samut Sakhon,2019,pm10,41.5,41.5,48.25,2,49.0,34.0
TH,Samut Sakhon,2019,so2,0.0045000000000000005,0.0045000000000000005,0.00675,2,0.007,0.002
TH,Saraburi,2018,so2,0.06,0.06,0.06,1,0.06,0.06
TH,Saraburi,2019,co,0.04,0.04,0.04,1,0.04,0.04
TH,Saraburi,2019,no2,0.0175,0.0175,0.017949999999999997,2,0.018,0.017
TH,Saraburi,2019,o3,0.0225,0.0225,0.022949999999999998,2,0.023,0.022
TH,Saraburi,2019,pm10,65.5,65.5,92.95,2,96.0,35.0
TH,Saraburi,2019,so2,0.001,0.001,0.001,1,0.001,0.001
TH,Songkhla,2019,co,0.6,0.6,0.6,1,0.6,0.6
TH,Songkhla,2019,o3,0.07,0.07,0.07,1,0.07,0.07
TH,Songkhla,2019,pm10,31.0,31.0,31.0,1,31.0,31.0
TH,Songkhla,2019,so2,0.007,0.007,0.007,1,0.007,0.007
TH,Surat Thani,2019,co,0.48,0.48,0.48,1,0.48,0.48
TH,Surat Thani,2019,no2,0.008,0.008,0.008,1,0.008,0.008
TH,Surat Thani,2019,o3,0.012,0.012,0.012,1,0.012,0.012
TH,Surat Thani,2019,pm10,30.0,30.0,30.0,1,30.0,30.0
TH,Surat Thani,2019,so2,0.002,0.002,0.002,1,0.002,0.002
TH,Yala,2018,so2,0.03,0.03,0.03,1,0.03,0.03
TH,Yala,2019,co,0.84,0.84,0.84,1,0.84,0.84
TH,Yala,2019,no2,0.007,0.007,0.007,1,0.007,0.007
TH,Yala,2019,o3,0.028,0.028,0.028,1,0.028,0.028
TH,Yala,2019,pm10,21.0,21.0,21.0,1,21.0,21.0
TR,Adana,2018,no2,4.666666666666667,2.0,9.2,3,10.0,2.0
TR,Adana,2018,o3,6.0,5.0,11.299999999999999,3,12.0,1.0
TR,Adana,2018,pm10,25.666666666666668,24.0,42.9,3,45.0,8.0
TR,Adana,2018,so2,4.333333333333333,6.0,6.9,3,7.0,0.0
TR,Amasya,2018,co,710.0,710.0,710.0,1,710.0,710.0
TR,Amasya,2018,no2,27.0,17.0,46.699999999999996,3,50.0,14.0
TR,Amasya,2018,o3,7.0,7.0,7.0,1,7.0,7.0
TR,Amasya,2018,pm10,70.0,60.0,96.0,3,100.0,50.0
TR,Amasya,2018,so2,7.0,7.0,13.299999999999999,2,14.0,0.0
TR,Ankara,2018,co,537.6666666666666,577.0,990.0999999999999,3,1036.0,0.0
TR,Ankara,2018,no2,47.375,35.5,99.29999999999998,8,107.0,8.0
TR,Ankara,2018,o3,213.0,99.0,463.49999999999994,3,504.0,36.0
TR,Ankara,2018,pm10,45.75,48.0,81.65,8,82.0,0.0
TR,Ankara,2018,so2,10.125,6.0,25.149999999999995,8,29.0,2.0
TR,Artvin,2018,no2,34.0,34.0,34.0,1,34.0,34.0
TR,Artvin,2018,o3,46.0,46.0,46.0,1,46.0,46.0
TR,Artvin,2018,pm10,63.0,63.0,63.0,1,63.0,63.0
TR,Ağrı,2018,co,1695.5,1695.5,1708.55,2,1710.0,1681.0
TR,Ağrı,2018,no2,36.5,36.5,69.35,2,73.0,0.0
TR,Ağrı,2018,o3,10.0,10.0,15.399999999999999,2,16.0,4.0
TR,Ağrı,2018,pm10,177.0,177.0,235.5,2,242.0,112.0
TR,Ağrı,2018,so2,35.0,35.0,37.7,2,38.0,32.0
TR,Balıkesir,2018,no2,10.5,10.5,18.15,2,19.0,2.0
TR,Balıkesir,2018,o3,78.0,78.0,78.0,1,78.0,78.0
TR,Balıkesir,2018,pm10,45.0,45.0,45.0,1,45.0,45.0
TR,Balıkesir,2018,so2,3.5,3.5,4.85,2,5.0,2.0
TR,Bilecik,2018,no2,14.0,14.0,14.0,1,14.0,14.0
TR,Bilecik,2018,pm10,38.0,38.0,38.0,1,38.0,38.0
TR,Bilecik,2018,so2,-1.0,-1.0,-1.0,1,-1.0,-1.0
TR,Bolu,2018,co,516.0,516.0,516.0,1,516.0,516.0
TR,Bolu,2018,o3,21.0,21.0,21.0,1,21.0,21.0
TR,Bolu,2018,so2,2.0,2.0,2.0,1,2.0,2.0
TR,Bursa,2017,no2,27.0,27.0,27.0,1,27.0,27.0
TR,Bursa,2017,pm10,38.0,38.0,38.0,1,38.0,38.0
TR,Bursa,2017,so2,6.0,6.0,6.0,1,6.0,6.0
TR,Bursa,2018,co,3122.0,3122.0,3122.0,1,3122.0,3122.0
TR,Bursa,2018,no2,18.5,17.5,40.05,4,42.0,-3.0
TR,Bursa,2018,o3,39.5,39.5,63.349999999999994,2,66.0,13.0
TR,Bursa,2018,pm10,29.5,29.5,38.949999999999996,2,40.0,19.0
TR,Bursa,2018,so2,10.0,8.5,21.799999999999997,4,23.0,0.0
TR,Denizli,2018,pm10,40.0,40.0,40.9,2,41.0,39.0
TR,Denizli,2018,so2,15.5,15.5,15.95,2,16.0,15.0
TR,Edirne,2018,no2,10.0,10.0,12.7,2,13.0,7.0
TR,Edirne,2018,o3,55.0,55.0,59.5,2,60.0,50.0
TR,Edirne,2018,pm10,39.0,39.0,39.0,1,39.0,39.0
TR,Edirne,2018,so2,26.5,26.5,51.25,2,54.0,-1.0
TR,Erzincan,2018,co,946.0,946.0,946.0,1,946.0,946.0
TR,Erzincan,2018,no2,54.0,54.0,54.0,1,54.0,54.0
TR,Erzincan,2018,pm10,71.0,71.0,71.0,1,71.0,71.0
TR,Erzincan,2018,so2,29.0,29.0,29.0,1,29.0,29.0
TR,Erzurum,2018,co,813.0,860.0,1427.8999999999999,3,1491.0,88.0
TR,Erzurum,2018,no2,59.25,60.0,89.5,4,91.0,26.0
TR,Erzurum,2018,o3,58.5,58.5,61.65,2,62.0,55.0
TR,Erzurum,2018,pm10,85.0,82.5,114.49999999999999,4,119.0,56.0
TR,Erzurum,2018,so2,31.0,31.0,31.9,3,32.0,30.0
TR,Giresun,2018,co,556.0,556.0,556.0,1,556.0,556.0
TR,Giresun,2018,no2,0.0,0.0,0.0,1,0.0,0.0
TR,Giresun,2018,o3,21.0,21.0,21.0,1,21.0,21.0
TR,Giresun,2018,pm10,29.0,29.0,29.0,1,29.0,29.0
TR,Giresun,2018,so2,2.0,2.0,2.0,1,2.0,2.0
TR,Hatay,2018,co,410.0,410.0,410.0,1,410.0,410.0
TR,Hatay,2018,no2,7.0,7.0,7.0,1,7.0,7.0
TR,Hatay,2018,o3,0.0,0.0,0.0,1,0.0,0.0
TR,Hatay,2018,pm10,15.5,15.5,24.95,2,26.0,5.0
TR,Hatay,2018,so2,12.0,12.0,21.0,2,22.0,2.0
TR,Iğdır,2018,no2,4.0,4.0,4.0,1,4.0,4.0
TR,Iğdır,2018,o3,55.0,55.0,55.0,1,55.0,55.0
TR,Iğdır,2018,pm10,36.0,36.0,36.0,1,36.0,36.0
TR,Iğdır,2018,so2,3.0,3.0,3.0,1,3.0,3.0
TR,Kahramanmaraş,2018,pm10,153.0,153.0,153.0,1,153.0,153.0
TR,Kahramanmaraş,2018,so2,14.0,14.0,14.0,1,14.0,14.0
TR,Karabük,2017,o3,479.0,479.0,479.0,1,479.0,479.0
TR,Karabük,2018,co,202.25,264.0,800.3499999999999,4,865.0,-584.0
TR,Karabük,2018,no2,23.25,21.5,46.39999999999999,4,50.0,0.0
TR,Karabük,2018,o3,4.0,4.0,4.0,1,4.0,4.0
TR,Karabük,2018,pm10,13.5,13.5,20.25,2,21.0,6.0
TR,Karabük,2018,so2,5.333333333333333,6.0,6.9,3,7.0,3.0
TR,Kars,2018,co,935.0,935.0,935.0,1,935.0,935.0
TR,Kars,2018,no2,28.0,28.0,28.0,1,28.0,28.0
TR,Kars,2018,o3,4.0,4.0,4.0,1,4.0,4.0
TR,Kars,2018,pm10,65.0,65.0,65.0,1,65.0,65.0
TR,Kars,2018,so2,13.0,13.0,13.0,1,13.0,13.0
TR,Kayseri,2018,co,860.0,860.0,860.0,1,860.0,860.0
TR,Kayseri,2018,no2,49.5,49.5,62.55,2,64.0,35.0
TR,Kayseri,2018,pm10,112.66666666666667,127.0,131.5,3,132.0,79.0
TR,Kayseri,2018,so2,13.666666666666666,13.0,14.8,3,15.0,13.0
TR,Kocaeli,2018,co,841.5,540.5,1803.0499999999995,4,2018.0,267.0
TR,Kocaeli,2018,no2,15.444444444444445,17.0,30.999999999999996,9,35.0,0.0
TR,Kocaeli,2018,o3,63.6,66.0,84.2,5,86.0,43.0
TR,Kocaeli,2018,pm10,678.75,28.5,3425.7999999999975,8,5243.0,5.0
TR,Kocaeli,2018,so2,3.8,2.0,12.599999999999998,5,14.0,-4.0
TR,Konya,2018,pm10,68.5,68.5,83.35,2,85.0,52.0
TR,Konya,2018,so2,31.5,31.5,50.849999999999994,2,53.0,10.0
TR,Kütahya,2018,pm10,38.0,38.0,38.0,1,38.0,38.0
TR,Kütahya,2018,so2,21.0,21.0,21.0,1,21.0,21.0
TR,Kırklareli,2018,no2,-1.5,-1.5,-1.05,2,-1.0,-2.0
TR,Kırklareli,2018,o3,80.0,80.0,80.0,1,80.0,80.0
TR,Kırklareli,2018,pm10,27.5,27.5,31.55,2,32.0,23.0
TR,Kırklareli,2018,so2,2.5,2.5,5.6499999999999995,2,6.0,-1.0
TR,Manisa,2018,co,1133.0,1133.0,1133.0,1,1133.0,1133.0
TR,Manisa,2018,no2,29.0,29.0,29.0,1,29.0,29.0
TR,Manisa,2018,o3,14.0,14.0,14.0,1,14.0,14.0
TR,Manisa,2018,pm10,39.0,39.0,39.0,1,39.0,39.0
TR,Manisa,2018,so2,11.0,11.0,11.0,1,11.0,11.0
TR,Muğla,2016,co,4320.0,4320.0,7846.2,2,8238.0,402.0
TR,Muğla,2016,no2,53.0,53.0,94.39999999999999,2,99.0,7.0
TR,Muğla,2016,o3,53.5,53.5,84.55,2,88.0,19.0
TR,Muğla,2016,pm10,304.5,304.5,578.55,2,609.0,0.0
TR,Muğla,2016,so2,198.5,198.5,376.25,2,396.0,1.0
TR,Muğla,2018,pm10,50.5,50.5,57.25,2,58.0,43.0
TR,Muğla,2018,so2,69.5,69.5,167.14999999999998,2,178.0,-39.0
TR,Ordu,2018,co,227.0,227.0,227.0,1,227.0,227.0
TR,Ordu,2018,no2,26.666666666666668,38.0,41.6,3,42.0,0.0
TR,Ordu,2018,o3,48.0,48.0,48.0,1,48.0,48.0
TR,Ordu,2018,pm10,31.75,32.0,58.94999999999999,4,63.0,0.0
TR,Ordu,2018,so2,2.5,2.0,4.549999999999999,4,5.0,1.0
TR,Rize,2018,no2,5.0,5.0,5.0,1,5.0,5.0
TR,Rize,2018,o3,32.0,32.0,32.0,1,32.0,32.0
TR,Rize,2018,pm10,29.0,29.0,29.0,1,29.0,29.0
TR,Rize,2018,so2,6.0,6.0,6.0,1,6.0,6.0
TR,Sakarya,2018,no2,19.0,19.0,19.0,1,19.0,19.0
TR,Sakarya,2018,o3,47.0,47.0,47.0,1,47.0,47.0
TR,Sakarya,2018,so2,6.0,6.0,6.0,1,6.0,6.0
TR,Samsun,2018,co,905.0,905.0,1184.0,2,1215.0,595.0
TR,Samsun,2018,no2,45.2,44.0,85.79999999999998,5,96.0,20.0
TR,Samsun,2018,o3,12.0,12.0,14.7,2,15.0,9.0
TR,Samsun,2018,pm10,49.166666666666664,46.5,90.75,6,96.0,12.0
TR,Samsun,2018,so2,3.0,3.0,4.6,5,5.0,2.0
TR,Sinop,2017,no2,1.58,1.58,1.58,1,1.58,1.58
TR,Sinop,2017,o3,39.0,39.0,39.0,1,39.0,39.0
TR,Sinop,2017,pm10,9.0,9.0,9.0,1,9.0,9.0
TR,Sinop,2018,co,154.0,154.0,154.0,1,154.0,154.0
